"","Comparison","Annotation","P_value","Lower_CI","Upper_CI","FDR_P"
"581","Adult-onset vs. overlap-onset","Immune.cells.1",0.239436365626571,-0.0123704770547972,0.0590668630970984,0.287323638751885
"582","Childhood-onset vs. overlap-onset","Immune.cells.1",0.04023812320309,2.93413892428523e-05,0.0424388238252514,0.0855771428513923
"583","Adult-onset vs. controls","Neural.crest.like.glia",0.136258100565399,-0.00713079534141492,0.0754579670081371,0.204387150848098
"584","Childhood-onset vs. controls","Neural.crest.like.glia",1.10116524111306e-08,0.0233554238934608,0.0521196791370738,6.60699144667834e-08
"585","Overlap-onset vs. controls","Neural.crest.like.glia",0.833352654142817,-0.0158848911458494,0.0173067828382637,0.833352654142817
"586","Adult-onset vs. childhood-onset","Neural.crest.like.glia",0.737116262341194,-0.0523657073070595,0.0340479641677325,0.833352654142817
"587","Adult-onset vs. overlap-onset","Neural.crest.like.glia",0.133195815012639,-0.0102893038077277,0.0768470597907066,0.204387150848098
"588","Childhood-onset vs. overlap-onset","Neural.crest.like.glia",4.69690119456657e-05,0.0222153207698142,0.0638867706550752,0.000140907035836997
"589","Adult-onset vs. controls","PNS.neurons",0.0983110891144414,-0.00325344294873774,0.0871795292814617,0.158377913734931
"590","Childhood-onset vs. controls","PNS.neurons",0.013464123435844,7.50433232663797e-06,0.027034760059689,0.0403923703075321
"591","Overlap-onset vs. controls","PNS.neurons",0.00495915140785519,0.00494444024375251,0.0559252208320283,0.0297549084471311
"592","Adult-onset vs. childhood-onset","PNS.neurons",0.288906535516673,-0.0168978366821453,0.060741840413287,0.346687842620007
"593","Adult-onset vs. overlap-onset","PNS.neurons",0.912497824941258,-0.0488956478042704,0.0538682546523733,0.912497824941258
"594","Childhood-onset vs. overlap-onset","PNS.neurons",0.105585275823288,-0.0444300682553379,0.00265436869316028,0.158377913734931
"595","Adult-onset vs. controls","Vascular.cells.1",0.230053092528007,-0.0128147415019204,0.0703823631630642,0.460106185056014
"596","Childhood-onset vs. controls","Vascular.cells.1",0.000522530753883062,0.00658620306656691,0.0322746610724733,0.00313518452329837
"597","Overlap-onset vs. controls","Vascular.cells.1",0.330126762857674,-0.00722671935954288,0.0252343051819497,0.49519014428651
"598","Adult-onset vs. childhood-onset","Vascular.cells.1",0.929462185453562,-0.0327697602078554,0.0360581838272182,0.929462185453562
"599","Adult-onset vs. overlap-onset","Vascular.cells.1",0.432161009621826,-0.0224438433430018,0.0646992584398222,0.518593211546191
"600","Childhood-onset vs. overlap-onset","Vascular.cells.1",0.173892296441229,-0.00515295883419657,0.0379313777669385,0.460106185056014
"601","Adult-onset vs. controls","Astroependymal.cells",0.143231394178729,-0.00338983926979874,0.032919418369516,0.214847091268093
"602","Childhood-onset vs. controls","Astroependymal.cells",1.0982842798572e-11,0.0152336736556761,0.0302265925456177,6.58970567914320e-11
"603","Overlap-onset vs. controls","Astroependymal.cells",0.136781893289106,-0.000848069133997303,0.0131686606407917,0.214847091268093
"604","Adult-onset vs. childhood-onset","Astroependymal.cells",0.325290840004912,-0.0280010930118371,0.00889353767382172,0.390349008005894
"605","Adult-onset vs. overlap-onset","Astroependymal.cells",0.41338318471909,-0.00953814753957564,0.0280976124790647,0.41338318471909
"606","Childhood-onset vs. overlap-onset","Astroependymal.cells",0.00299332163064259,0.00581237829010015,0.028693623382861,0.00897996489192776
"607","Adult-onset vs. controls","Cerebellum.neurons.1",0.0316744496383488,3.1781829957898e-08,0.0330287670407267,0.0633488992766976
"608","Childhood-onset vs. controls","Cerebellum.neurons.1",1.80804865136446e-12,0.0118564755816935,0.0250489782438572,1.08482919081868e-11
"609","Overlap-onset vs. controls","Cerebellum.neurons.1",5.41340253081825e-09,0.0168767670602443,0.0419238512158091,1.62402075924548e-08
"610","Adult-onset vs. childhood-onset","Cerebellum.neurons.1",0.775148715842906,-0.0183742542441778,0.0131003845888964,0.775148715842906
"611","Adult-onset vs. overlap-onset","Cerebellum.neurons.1",0.220555263676961,-0.0312023931801883,0.00470243120748356,0.264666316412354
"612","Childhood-onset vs. overlap-onset","Cerebellum.neurons.1",0.107227501874727,-0.0201397422377041,0.00107752912077894,0.160841252812091
"613","Adult-onset vs. controls","Cholinergic..monoaminergic.and.peptidergic.neurons",0.0561348172286748,-5.2858508820398e-05,0.037104095688632,0.11226963445735
"614","Childhood-onset vs. controls","Cholinergic..monoaminergic.and.peptidergic.neurons",0.000115397660494846,0.00365459774401308,0.0147131096590283,0.000692385962969074
"615","Overlap-onset vs. controls","Cholinergic..monoaminergic.and.peptidergic.neurons",0.000349050718804771,0.00537894454199778,0.0236452783195604,0.00104715215641431
"616","Adult-onset vs. childhood-onset","Cholinergic..monoaminergic.and.peptidergic.neurons",0.397135246605407,-0.00686952197050283,0.0196866634235834,0.476562295926489
"617","Adult-onset vs. overlap-onset","Cholinergic..monoaminergic.and.peptidergic.neurons",0.848319558671216,-0.0163368539014476,0.0172950061149734,0.848319558671216
"618","Childhood-onset vs. overlap-onset","Cholinergic..monoaminergic.and.peptidergic.neurons",0.144295090171804,-0.0147462728276371,0.00175194725690323,0.216442635257706
"619","Adult-onset vs. controls","Di..and.mesencephalon.neurons",0.166032800055813,-0.00356414228811209,0.0319189303412968,0.249049200083719
"620","Childhood-onset vs. controls","Di..and.mesencephalon.neurons",4.94610459821932e-07,0.00793126532318582,0.0200301584072605,2.96766275893159e-06
"621","Overlap-onset vs. controls","Di..and.mesencephalon.neurons",8.48948904645839e-06,0.00943519139501883,0.0315281782402087,2.54684671393752e-05
"622","Adult-onset vs. childhood-onset","Di..and.mesencephalon.neurons",0.719539085847803,-0.0170327777729721,0.0120592901493555,0.719539085847803
"623","Adult-onset vs. overlap-onset","Di..and.mesencephalon.neurons",0.2085898661356,-0.0275857808931361,0.0068899336830058,0.25030783936272
"624","Childhood-onset vs. overlap-onset","Di..and.mesencephalon.neurons",0.0927673092307287,-0.0165933119655509,0.00064982628921457,0.185534618461457
"625","Adult-onset vs. controls","Enteric.neurons",0.0105840824421414,0.00296122203089339,0.0349468571699215,0.0315272555578891
"626","Childhood-onset vs. controls","Enteric.neurons",0.00513536780449818,7.2765446940736e-05,0.00965523279733764,0.0308122068269891
"627","Overlap-onset vs. controls","Enteric.neurons",0.17644478119794,-0.000664714727543504,0.00902084726793621,0.211733737437528
"628","Adult-onset vs. childhood-onset","Enteric.neurons",0.018094197359921,0.00239025959014992,0.0240974316149459,0.0315272555578891
"629","Adult-onset vs. overlap-onset","Enteric.neurons",0.0210181703719261,0.0016546298599734,0.0281097718678418,0.0315272555578891
"630","Childhood-onset vs. overlap-onset","Enteric.neurons",0.577317932682325,-0.0042941023477757,0.00816938889185353,0.577317932682325
"631","Adult-onset vs. controls","Hindbrain.neurons",0.0086665790129613,0.00521981114414077,0.0532531179436202,0.0173331580259226
"632","Childhood-onset vs. controls","Hindbrain.neurons",4.24905942368328e-07,0.00874698095775371,0.0242599351777261,1.27471782710498e-06
"633","Overlap-onset vs. controls","Hindbrain.neurons",6.87248055776246e-08,0.0211299878886903,0.044827347866166,4.12348833465747e-07
"634","Adult-onset vs. childhood-onset","Hindbrain.neurons",0.206072721522275,-0.00823151881006068,0.0373000299024372,0.24728726582673
"635","Adult-onset vs. overlap-onset","Hindbrain.neurons",0.78512112713954,-0.0280942076121239,0.0237108958148261,0.78512112713954
"636","Childhood-onset vs. overlap-onset","Hindbrain.neurons",0.0126632229339199,-0.0302570346652863,-0.00300294606201167,0.0189948344008798
"637","Adult-onset vs. controls","Immature.neural",0.367862794188192,-0.0068752683137504,0.022891109406091,0.609767914596681
"638","Childhood-onset vs. controls","Immature.neural",1.1929142023102e-06,0.00575586370818647,0.0176206345547359,7.15748521386118e-06
"639","Overlap-onset vs. controls","Immature.neural",0.0106706073961986,0.00108366748739469,0.0178995476251244,0.0320118221885959
"640","Adult-onset vs. childhood-onset","Immature.neural",0.406511943064454,-0.0186773488728525,0.00649924059605404,0.609767914596681
"641","Adult-onset vs. overlap-onset","Immature.neural",0.622436279015546,-0.0171235990229715,0.0095011866654249,0.622436279015546
"642","Childhood-onset vs. overlap-onset","Immature.neural",0.601176415914025,-0.00506240853815636,0.00981110944721125,0.622436279015546
"643","Adult-onset vs. controls","Immune.cells.2",0.0842542011751138,-0.000150726072504908,0.0231690016196865,0.168508402350228
"644","Childhood-onset vs. controls","Immune.cells.2",1.18056379439734e-08,0.00557073494322311,0.0148008645709651,7.08338276638403e-08
"645","Overlap-onset vs. controls","Immune.cells.2",0.202639965556514,-0.000540461654684497,0.00462679054833479,0.268278249485492
"646","Adult-onset vs. childhood-onset","Immune.cells.2",0.866030148541282,-0.0162443259609078,0.0136993505933024,0.866030148541282
"647","Adult-onset vs. overlap-onset","Immune.cells.2",0.223565207904577,-0.003000448231786,0.0233465943539175,0.268278249485492
"648","Childhood-onset vs. overlap-onset","Immune.cells.2",0.01021022516112,0.00162656802811318,0.0183800848705058,0.0306306754833599
"649","Adult-onset vs. controls","Neural.crest.like.glia.1",0.118713164292633,-0.00199213428510137,0.0300706527323336,0.178069746438949
"650","Childhood-onset vs. controls","Neural.crest.like.glia.1",1.57562376270637e-07,0.00795625150397788,0.0207380756337817,9.45374257623824e-07
"651","Overlap-onset vs. controls","Neural.crest.like.glia.1",0.830848197920317,-0.00860265445085214,0.0043352590223959,0.87920895498833
"652","Adult-onset vs. childhood-onset","Neural.crest.like.glia.1",0.87920895498833,-0.0197499431808277,0.0150518631359526,0.87920895498833
"653","Adult-onset vs. overlap-onset","Neural.crest.like.glia.1",0.0522442286597948,-3.87529015218479e-05,0.0352245418021752,0.10448845731959
"654","Childhood-onset vs. overlap-onset","Neural.crest.like.glia.1",6.34251646113576e-05,0.00983511428975837,0.0288399932528925,0.000190275493834073
"655","Adult-onset vs. controls","Oligodendrocytes.1",0.249310205254255,-0.00311694507923054,0.02137742816335,0.299172246305106
"656","Childhood-onset vs. controls","Oligodendrocytes.1",6.92185584371624e-12,0.0105374050025221,0.0223917389045858,4.15311350622974e-11
"657","Overlap-onset vs. controls","Oligodendrocytes.1",0.00375790771379046,0.00101553829919973,0.0142874331066027,0.0112737231413714
"658","Adult-onset vs. childhood-onset","Oligodendrocytes.1",0.178829280565632,-0.0254626648367536,0.00244246836546076,0.268243920848449
"659","Adult-onset vs. overlap-onset","Oligodendrocytes.1",0.723308910027694,-0.0192311285244578,0.0114637872704543,0.723308910027694
"660","Childhood-onset vs. overlap-onset","Oligodendrocytes.1",0.142810689739645,-0.00129580617891402,0.0164739787611782,0.268243920848449
"661","Adult-onset vs. controls","Peripheral.sensory.neurons",0.0409355374297221,3.41174079225438e-05,0.0371471191142559,0.0818710748594443
"662","Childhood-onset vs. controls","Peripheral.sensory.neurons",6.10334462630274e-05,0.00323009468563924,0.014254418074311,0.000366200677578164
"663","Overlap-onset vs. controls","Peripheral.sensory.neurons",0.00909893245463579,0.000167836451195119,0.0178563257214515,0.0272967973639074
"664","Adult-onset vs. childhood-onset","Peripheral.sensory.neurons",0.384097253315076,-0.00925225567618883,0.0276957971034111,0.576145879972615
"665","Adult-onset vs. overlap-onset","Peripheral.sensory.neurons",0.491417467337785,-0.0129513724851007,0.0286408918039837,0.589700960805342
"666","Childhood-onset vs. overlap-onset","Peripheral.sensory.neurons",0.737803965295551,-0.0107417436030855,0.00713045009442919,0.737803965295551
"667","Adult-onset vs. controls","Spinal.cord.neurons",0.0929806806783196,-0.000562582782523858,0.0319816691664639,0.185961361356639
"668","Childhood-onset vs. controls","Spinal.cord.neurons",8.48473796697052e-07,0.0061270920022176,0.0167004304334118,5.09084278018231e-06
"669","Overlap-onset vs. controls","Spinal.cord.neurons",0.000374142445727348,0.00447362872144665,0.0216034385470536,0.00112242733718204
"670","Adult-onset vs. childhood-onset","Spinal.cord.neurons",0.998667175425997,-0.013006147725379,0.0136970278500854,0.998667175425997
"671","Adult-onset vs. overlap-onset","Spinal.cord.neurons",0.681025397344816,-0.0166614222203469,0.0125034586422005,0.81723047681378
"672","Childhood-onset vs. overlap-onset","Spinal.cord.neurons",0.503743517596584,-0.00936093960867728,0.00477529366660316,0.755615276394876
"673","Adult-onset vs. controls","Sympathetic.neurons",0.0806203997362099,-2.20253274631344e-05,0.0226218749731867,0.16124079947242
"674","Childhood-onset vs. controls","Sympathetic.neurons",1.4656825453732e-06,0.00286039761044721,0.0124665624458049,8.79409527223922e-06
"675","Overlap-onset vs. controls","Sympathetic.neurons",0.00512068789216755,0.00014513895382583,0.014253271365938,0.0153620636765026
"676","Adult-onset vs. childhood-onset","Sympathetic.neurons",0.99066807002523,-0.0128934312664848,0.0137043988510171,0.99066807002523
"677","Adult-onset vs. overlap-onset","Sympathetic.neurons",0.83547563041501,-0.0144716874814617,0.0157467495394348,0.99066807002523
"678","Childhood-onset vs. overlap-onset","Sympathetic.neurons",0.906985705879823,-0.007035331013205,0.00769382712830883,0.99066807002523
"679","Adult-onset vs. controls","Telencephalon.interneurons",0.163133218492534,-0.00283939297994924,0.0234245990530196,0.326266436985067
"680","Childhood-onset vs. controls","Telencephalon.interneurons",1.63845255190551e-07,0.00585527540438737,0.0164664982799133,9.83071531143308e-07
"681","Overlap-onset vs. controls","Telencephalon.interneurons",0.000984306579235193,0.00263104215778181,0.0198344605700842,0.00295291973770558
"682","Adult-onset vs. childhood-onset","Telencephalon.interneurons",0.650853939091029,-0.0145309226834841,0.00897926830547479,0.810127112580386
"683","Adult-onset vs. overlap-onset","Telencephalon.interneurons",0.675105927150322,-0.015898239586875,0.00940565791959833,0.810127112580386
"684","Childhood-onset vs. overlap-onset","Telencephalon.interneurons",0.969994925890373,-0.00600771586508656,0.00565803891875317,0.969994925890373
"685","Adult-onset vs. controls","Telencephalon.projecting.neurons",0.122956740497308,-0.00194122963243355,0.0352222481897871,0.245913480994616
"686","Childhood-onset vs. controls","Telencephalon.projecting.neurons",5.3261003629659e-05,0.00365513031045329,0.0165589863676545,0.000319566021777954
"687","Overlap-onset vs. controls","Telencephalon.projecting.neurons",0.00145980284056895,0.0034018271192057,0.024810498873788,0.00437940852170686
"688","Adult-onset vs. childhood-onset","Telencephalon.projecting.neurons",0.724570517205035,-0.0101906698337944,0.0162350465586442,0.77887121243992
"689","Adult-onset vs. overlap-onset","Telencephalon.projecting.neurons",0.77887121243992,-0.0184299494549928,0.0139804962696492,0.77887121243992
"690","Childhood-onset vs. overlap-onset","Telencephalon.projecting.neurons",0.361293865128273,-0.0134032827569411,0.00401338578809499,0.54194079769241
"691","Adult-onset vs. controls","Vascular.cells.2",0.233854611222191,-0.00542193997729371,0.0251564517022485,0.350781916833286
"692","Childhood-onset vs. controls","Vascular.cells.2",0.000338863012733232,0.00231871650052866,0.0150813110179479,0.00203317807639939
"693","Overlap-onset vs. controls","Vascular.cells.2",0.991286239833755,-0.00707115342509693,0.00442470762591579,0.993336874653552
"694","Adult-onset vs. childhood-onset","Vascular.cells.2",0.993336874653552,-0.0165161572517159,0.0155278643823004,0.993336874653552
"695","Adult-onset vs. overlap-onset","Vascular.cells.2",0.160279998911436,-0.00377000373161635,0.0288524177896802,0.320559997822871
"696","Childhood-onset vs. overlap-onset","Vascular.cells.2",0.00933073579850255,0.00216335029135149,0.0216291589407315,0.0279922073955076
"697","Adult-onset vs. controls","number_repeat_elements",0.0418777851819304,0.999989222522688,89.0000503973247,0.125633355545791
"698","Childhood-onset vs. controls","number_repeat_elements",0.0105116806307804,1.9999681579916,19.9999633039991,0.0630700837846825
"699","Overlap-onset vs. controls","number_repeat_elements",0.128474091025819,-2.00003046468897,25.0000267177849,0.256948182051638
"700","Adult-onset vs. childhood-onset","number_repeat_elements",0.252013068829318,-15.9999848416598,70.0000421482593,0.345954920200293
"701","Adult-onset vs. overlap-onset","number_repeat_elements",0.288295766833577,-21.0000006706548,83.9999846425717,0.345954920200293
"702","Childhood-onset vs. overlap-onset","number_repeat_elements",0.956261406753487,-16.0000537849151,19.9999628616822,0.956261406753487
"703","Adult-onset vs. controls","width.2",0.0390068450862913,704.999984150471,40246.000028574,0.117020535258874
"704","Childhood-onset vs. controls","width.2",0.00290700200028001,2227.99999223741,12468.0000128406,0.0174420120016801
"705","Overlap-onset vs. controls","width.2",0.0778429619564548,-445.999929716732,13083.0000495384,0.15568592391291
"706","Adult-onset vs. childhood-onset","width.2",0.307630462721833,-10074.9999678968,33447.9999415401,0.369156555266199
"707","Adult-onset vs. overlap-onset","width.2",0.288317579851813,-11656.9999146867,36440.9999713053,0.369156555266199
"708","Childhood-onset vs. overlap-onset","width.2",0.910793011160689,-8731.99995903353,11187.999965501,0.910793011160689
"709","Adult-onset vs. controls","exon_width.1",0.00107223959381771,3732.00000640965,13929.9999719423,0.00214447918763542
"710","Childhood-onset vs. controls","exon_width.1",1.38616469623161e-09,3192.00002481182,6157.99997028645,8.31698817738968e-09
"711","Overlap-onset vs. controls","exon_width.1",4.37791027417236e-08,4958.00005044379,10806.9999816686,1.31337308225171e-07
"712","Adult-onset vs. childhood-onset","exon_width.1",0.16324923798431,-1837.99993301923,10340.9999549708,0.195899085581172
"713","Adult-onset vs. overlap-onset","exon_width.1",0.841992531410063,-7891.99997360431,8108.99996474073,0.841992531410063
"714","Childhood-onset vs. overlap-onset","exon_width.1",0.0686344038537585,-7372.99994819174,163.999943561596,0.102951605780638
"715","Adult-onset vs. controls","intron_width.1",0.00203296794989,50572.9999428843,306326.000064792,0.00533403120450044
"716","Childhood-onset vs. controls","intron_width.1",2.99685677434283e-05,18406.0000515904,60976.0000065771,0.00017981140646057
"717","Overlap-onset vs. controls","intron_width.1",0.00266701560225022,12266.0000722454,75773.9999927771,0.00533403120450044
"718","Adult-onset vs. childhood-onset","intron_width.1",0.0866468871673033,-12187.9999348794,263937.999990054,0.129970330750955
"719","Adult-onset vs. overlap-onset","intron_width.1",0.153302128564175,-29721.9999450455,268270.999970912,0.18396255427701
"720","Childhood-onset vs. overlap-onset","intron_width.1",0.765894227735648,-43916.9999690605,36603.9999758017,0.765894227735648
"721","Adult-onset vs. controls","element_width",0.0384507621000394,130.99998208322,21545.9999234692,0.115352286300118
"722","Childhood-onset vs. controls","element_width",0.0132138018372541,198.000067205529,4346.99999572881,0.0792828110235245
"723","Overlap-onset vs. controls","element_width",0.190904052176195,-713.000029920641,4374.99994073198,0.324291996157899
"724","Adult-onset vs. childhood-onset","element_width",0.257601331397515,-4071.99994211511,18303.9999623678,0.324291996157899
"725","Adult-onset vs. overlap-onset","element_width",0.270243330131583,-3506.99999240885,20348.9999130457,0.324291996157899
"726","Childhood-onset vs. overlap-onset","element_width",0.844710968234785,-3044.99994673047,4623.99997245617,0.844710968234785
"727","Adult-onset vs. controls","number_rpt_in_exon",0.0203896964224059,3.16661141221138e-05,3.99997707106599,0.0611690892672176
"728","Childhood-onset vs. controls","number_rpt_in_exon",6.24586722277946e-05,3.70157648355912e-05,1.00003783420311,0.000374752033366768
"729","Overlap-onset vs. controls","number_rpt_in_exon",0.0341593622570112,2.83713276564029e-05,1.0000026426118,0.0683187245140224
"730","Adult-onset vs. childhood-onset","number_rpt_in_exon",0.397489157449475,-0.999989943801304,2.99994881347716,0.47698698893937
"731","Adult-onset vs. overlap-onset","number_rpt_in_exon",0.244077713761882,-0.999917906439997,3.00001086949827,0.366116570642822
"732","Childhood-onset vs. overlap-onset","number_rpt_in_exon",0.695315412471622,-0.999986315874893,1.00000389956869,0.695315412471622
"733","Adult-onset vs. controls","number_rpt_in_intron",0.0624598381481967,-3.67094228349165e-05,73.9999476404776,0.18737951444459
"734","Childhood-onset vs. controls","number_rpt_in_intron",0.0266540865037817,2.18259898128205e-05,16.0000092226206,0.15992451902269
"735","Overlap-onset vs. controls","number_rpt_in_intron",0.181708031988414,-2.00002520058376,20.0000250748708,0.363416063976827
"736","Adult-onset vs. childhood-onset","number_rpt_in_intron",0.284045372910542,-16.0000220635855,60.9999557949912,0.406397175882223
"737","Adult-onset vs. overlap-onset","number_rpt_in_intron",0.338664313235185,-18.0000650850788,68.9999983514742,0.406397175882223
"738","Childhood-onset vs. overlap-onset","number_rpt_in_intron",0.947483981934454,-15.0000287709213,17.0000389069898,0.947483981934454
"739","Adult-onset vs. controls","number_rpt_5UTR",0.130391228701753,-4.69206589784957e-05,1.99995350448986,0.391173686105258
"740","Childhood-onset vs. controls","number_rpt_5UTR",0.000304353749837221,1.80474070321866e-05,0.999951025213915,0.00182612249902332
"741","Overlap-onset vs. controls","number_rpt_5UTR",0.420065264104883,-6.47555194445061e-05,3.17396476187877e-05,0.504078316925859
"742","Adult-onset vs. childhood-onset","number_rpt_5UTR",0.792340787757601,-1.00008694807653,1.00006719437404,0.792340787757601
"743","Adult-onset vs. overlap-onset","number_rpt_5UTR",0.349660501176479,-0.999990273854818,1.99997653447891,0.504078316925859
"744","Childhood-onset vs. overlap-onset","number_rpt_5UTR",0.242883942804055,-1.01095185403306e-05,1.00002860570185,0.48576788560811
"745","Adult-onset vs. controls","number_rpt_3UTR",0.285439786676216,-4.90882353454092e-05,3.11063155054709e-05,0.680234108774998
"746","Childhood-onset vs. controls","number_rpt_3UTR",0.632681037776972,-8.5666895612495e-06,4.49677321843017e-05,0.680234108774998
"747","Overlap-onset vs. controls","number_rpt_3UTR",0.3323538333592,-2.41900635215256e-05,1.78427394700832e-05,0.680234108774998
"748","Adult-onset vs. childhood-onset","number_rpt_3UTR",0.404964800008768,-2.53373355134453e-06,0.999950657910318,0.680234108774998
"749","Adult-onset vs. overlap-onset","number_rpt_3UTR",0.680234108774998,-2.11174211198048e-05,1.49858743813302e-05,0.680234108774998
"750","Childhood-onset vs. overlap-onset","number_rpt_3UTR",0.582326452310711,-5.8346761338406e-05,1.45639964044755e-05,0.680234108774998
"751","Adult-onset vs. controls","SINE.Alu",0.0226838418579342,0.999964717831829,27.9999570382045,0.0680515255738026
"752","Childhood-onset vs. controls","SINE.Alu",0.00373146898132131,0.999988817284039,6.00003847928534,0.0223888138879279
"753","Overlap-onset vs. controls","SINE.Alu",0.0926293527780769,-1.10849729274693e-05,7.99996482680806,0.185258705556154
"754","Adult-onset vs. childhood-onset","SINE.Alu",0.186136389716248,-3.00000553179212,24.9999060080976,0.256678308775971
"755","Adult-onset vs. overlap-onset","SINE.Alu",0.213898590646643,-4.99997419805366,26.000024921879,0.256678308775971
"756","Childhood-onset vs. overlap-onset","SINE.Alu",0.934969536207873,-5.00006623099622,5.9999757381333,0.934969536207873
"757","Adult-onset vs. controls","SINE.MIR",0.203688466662688,-0.99999388485132,6.00007774713041,0.407376933325375
"758","Childhood-onset vs. controls","SINE.MIR",0.00295957082525983,2.79629559598885e-05,2.00006466167139,0.017757424951559
"759","Overlap-onset vs. controls","SINE.MIR",0.0598636193284643,-3.80409463402442e-05,3.00001844740328,0.179590857985393
"760","Adult-onset vs. childhood-onset","SINE.MIR",0.827749521278346,-4.00003182526712,4.99990695718684,0.993299425534016
"761","Adult-onset vs. overlap-onset","SINE.MIR",0.800406292581129,-4.00004574419536,5.00003696781001,0.993299425534016
"762","Childhood-onset vs. overlap-onset","SINE.MIR",0.998119982601083,-2.0000161857004,2.00004796214247,0.998119982601083
"763","Adult-onset vs. controls","Other.SINE",0.577002164576814,-4.5767057209308e-05,4.64936491387163e-05,0.875015285093782
"764","Childhood-onset vs. controls","Other.SINE",0.814536361427042,-2.24843643719447e-05,4.93228476402773e-05,0.875015285093782
"765","Overlap-onset vs. controls","Other.SINE",0.535396218077431,-4.27911887906573e-05,5.62097256414628e-05,0.875015285093782
"766","Adult-onset vs. childhood-onset","Other.SINE",0.676757824104496,-2.10078351773119e-05,2.8261746194759e-05,0.875015285093782
"767","Adult-onset vs. overlap-onset","Other.SINE",0.875015285093782,-5.20819482347686e-05,6.10026596043763e-05,0.875015285093782
"768","Childhood-onset vs. overlap-onset","Other.SINE",0.715045336995989,-3.22747627160051e-05,3.25461219462622e-05,0.875015285093782
"769","Adult-onset vs. controls","LTRs",0.105752414216684,-3.03002487194799e-05,4.99993272078322,0.368640287607057
"770","Childhood-onset vs. controls","LTRs",0.151162979525748,-3.41967723087469e-05,4.75421053828943e-05,0.368640287607057
"771","Overlap-onset vs. controls","LTRs",0.998759723785214,-4.28295287962531e-05,1.9420811144746e-05,0.998759723785214
"772","Adult-onset vs. childhood-onset","LTRs",0.308839512022545,-1.00005442174899,4.0000423542835,0.463259268033818
"773","Adult-onset vs. overlap-onset","LTRs",0.184320143803529,-5.16416688806903e-05,5.00004807242114,0.368640287607057
"774","Childhood-onset vs. overlap-onset","LTRs",0.457656079100275,-4.0463639762988e-05,1.00002864611789,0.54918729492033
"775","Adult-onset vs. controls","Retroposon.SVA",0.22237920028937,-1.3929132115601e-05,4.62616229716963e-06,0.44475840057874
"776","Childhood-onset vs. controls","Retroposon.SVA",0.0139746522137012,2.55190685476159e-05,4.36295482451602e-05,0.0838479132822074
"777","Overlap-onset vs. controls","Retroposon.SVA",0.0296640321793357,2.37111625117572e-05,2.58598341040763e-06,0.0889920965380071
"778","Adult-onset vs. childhood-onset","Retroposon.SVA",0.768840749167656,-5.40865244133165e-05,3.79997084852877e-05,0.913203363787445
"779","Adult-onset vs. overlap-onset","Retroposon.SVA",0.913203363787445,-5.02813036988895e-05,1.74183378794364e-05,0.913203363787445
"780","Childhood-onset vs. overlap-onset","Retroposon.SVA",0.714559273185526,-2.79718495598318e-05,2.0174799759641e-05,0.913203363787445
"781","Adult-onset vs. controls","LINE.L1",0.0222293992352813,4.79773278284716e-05,14.0000219566767,0.133376395411688
"782","Childhood-onset vs. controls","LINE.L1",0.0469853179005246,6.16842918534419e-05,1.99992981533175,0.140955953701574
"783","Overlap-onset vs. controls","LINE.L1",0.787187396130417,-1.68623200311947e-05,1.00001064038669,0.787187396130417
"784","Adult-onset vs. childhood-onset","LINE.L1",0.150312297628709,-1.99992989081835,12.0000127884796,0.225468446443064
"785","Adult-onset vs. overlap-onset","LINE.L1",0.0942527492213338,-2.57218379500605e-05,14.0000029754716,0.188505498442668
"786","Childhood-onset vs. overlap-onset","LINE.L1",0.420812089485708,-2.44217662805496e-06,3.00004294305577,0.50497450738285
"787","Adult-onset vs. controls","LINE.L2",0.0806596910086563,-5.90439085431061e-05,7.99998661007367,0.161319382017313
"788","Childhood-onset vs. controls","LINE.L2",0.00231321220460346,8.98799793065346e-05,2.00002054247803,0.0138792732276208
"789","Overlap-onset vs. controls","LINE.L2",0.0288436146573699,3.02332334600434e-05,3.00002597502055,0.0865308439721097
"790","Adult-onset vs. childhood-onset","LINE.L2",0.512261013600355,-2.99999002020992,5.99993162607737,0.768391520400533
"791","Adult-onset vs. overlap-onset","LINE.L2",0.650657349932232,-3.99999774279588,6.99996663124374,0.780788819918679
"792","Childhood-onset vs. overlap-onset","LINE.L2",0.815926691125064,-2.0000317162032,1.99997651051468,0.815926691125064
"793","Adult-onset vs. controls","Other.LINE",0.39216147977509,-2.18342724767182e-05,4.32667702096541e-06,0.78432295955018
"794","Childhood-onset vs. controls","Other.LINE",0.00118319108727036,3.0239681785245e-05,5.5271297083706e-05,0.00709914652362216
"795","Overlap-onset vs. controls","Other.LINE",0.822462600511661,-4.94399275598807e-06,2.52490732729609e-05,0.822462600511661
"796","Adult-onset vs. childhood-onset","Other.LINE",0.750850743241094,-1.34123989850256e-05,6.31475332312826e-06,0.822462600511661
"797","Adult-onset vs. overlap-onset","Other.LINE",0.549805628750452,-1.39925698653253e-05,5.31581308585339e-05,0.822462600511661
"798","Childhood-onset vs. overlap-onset","Other.LINE",0.169824104068056,-6.84351588548503e-05,4.9853706025264e-05,0.509472312204168
"799","Adult-onset vs. controls","Simple_repeat",0.204626352350056,-0.999937711349646,6.99994672907674,0.419626730549711
"800","Childhood-onset vs. controls","Simple_repeat",0.209813365274855,-7.95788325652171e-05,1.00005878367764,0.419626730549711
