Comparison_list,P_value,name_variable,FDR_p
Adult-onset vs. controls,0.9999999999980823,MMAdiposeSub,0.9999999999999984
Childhood-onset vs. controls,0.4212441313352743,MMAdiposeSub,0.9999999999999984
Overlap-onset vs. controls,0.9999999999999888,MMAdiposeSub,0.9999999999999984
Adult-onset vs. childhood-onset,0.9999999999999812,MMAdiposeSub,0.9999999999999984
Adult-onset vs. overlap-onset,0.9999999999999984,MMAdiposeSub,0.9999999999999984
Childhood-onset vs. overlap-onset,0.9999999999999851,MMAdiposeSub,0.9999999999999984
Adult-onset vs. controls,0.9999999999999956,MMAdiposeVisceral,0.9999999999999956
Childhood-onset vs. controls,0.1375861324575456,MMAdiposeVisceral,0.41275839737263686
Overlap-onset vs. controls,0.5289101930674973,MMAdiposeVisceral,0.793365289601246
Adult-onset vs. childhood-onset,NA,MMAdiposeVisceral,NA
Adult-onset vs. overlap-onset,NA,MMAdiposeVisceral,NA
Childhood-onset vs. overlap-onset,NA,MMAdiposeVisceral,NA
Adult-onset vs. controls,0.9999999999983569,MMAdrenalGland,0.9999999999999993
Childhood-onset vs. controls,0.39352912129243073,MMAdrenalGland,0.9999999999999993
Overlap-onset vs. controls,0.5516049217067029,MMAdrenalGland,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMAdrenalGland,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMAdrenalGland,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMAdrenalGland,0.9999999999999993
Adult-onset vs. controls,0.9999999999962981,MMArteryAorta,0.9999999999962981
Childhood-onset vs. controls,0.426200531159438,MMArteryAorta,0.9999999999962981
Overlap-onset vs. controls,0.9397843639955766,MMArteryAorta,0.9999999999962981
Adult-onset vs. childhood-onset,NA,MMArteryAorta,NA
Adult-onset vs. overlap-onset,NA,MMArteryAorta,NA
Childhood-onset vs. overlap-onset,NA,MMArteryAorta,NA
Adult-onset vs. controls,0.9999999999999842,MMArteryCoronary,0.9999999999999842
Childhood-onset vs. controls,0.337298860355438,MMArteryCoronary,0.9999999999999842
Overlap-onset vs. controls,0.8298402280598631,MMArteryCoronary,0.9999999999999842
Adult-onset vs. childhood-onset,NA,MMArteryCoronary,NA
Adult-onset vs. overlap-onset,NA,MMArteryCoronary,NA
Childhood-onset vs. overlap-onset,NA,MMArteryCoronary,NA
Adult-onset vs. controls,0.9999999999977861,MMArteryTibial,0.9999999999999851
Childhood-onset vs. controls,0.5202739491958666,MMArteryTibial,0.9999999999999851
Overlap-onset vs. controls,0.9999999999999851,MMArteryTibial,0.9999999999999851
Adult-onset vs. childhood-onset,NA,MMArteryTibial,NA
Adult-onset vs. overlap-onset,NA,MMArteryTibial,NA
Childhood-onset vs. overlap-onset,NA,MMArteryTibial,NA
Adult-onset vs. controls,0.9999999999992665,MMAmygdala,0.9999999999999994
Childhood-onset vs. controls,0.5991092822237275,MMAmygdala,0.9999999999999994
Overlap-onset vs. controls,0.577541640904978,MMAmygdala,0.9999999999999994
Adult-onset vs. childhood-onset,0.9999999999999994,MMAmygdala,0.9999999999999994
Adult-onset vs. overlap-onset,0.8340305366161993,MMAmygdala,0.9999999999999994
Childhood-onset vs. overlap-onset,0.43551662257753654,MMAmygdala,0.9999999999999994
Adult-onset vs. controls,0.9296715332607332,MMAntCingCortex,0.9691145247076528
Childhood-onset vs. controls,0.9691145247076528,MMAntCingCortex,0.9691145247076528
Overlap-onset vs. controls,0.08679221287299621,MMAntCingCortex,0.5207532772379773
Adult-onset vs. childhood-onset,0.9224347093904749,MMAntCingCortex,0.9691145247076528
Adult-onset vs. overlap-onset,0.5189606976348429,MMAntCingCortex,0.9691145247076528
Childhood-onset vs. overlap-onset,0.3134830851874869,MMAntCingCortex,0.9404492555624607
Adult-onset vs. controls,0.9999999999999842,MMCaudate,0.9999999999999991
Childhood-onset vs. controls,0.621162426396747,MMCaudate,0.9999999999999991
Overlap-onset vs. controls,0.08308991904821576,MMCaudate,0.49853951428929455
Adult-onset vs. childhood-onset,0.999999999999998,MMCaudate,0.9999999999999991
Adult-onset vs. overlap-onset,0.9999999999999991,MMCaudate,0.9999999999999991
Childhood-onset vs. overlap-onset,0.4325799132061653,MMCaudate,0.9999999999999991
Adult-onset vs. controls,0.9999999999999899,MMCerebHemisphere,0.9999999999999998
Childhood-onset vs. controls,0.41042380599500544,MMCerebHemisphere,0.9999999999999998
Overlap-onset vs. controls,0.33910855309502747,MMCerebHemisphere,0.9999999999999998
Adult-onset vs. childhood-onset,0.9999999999999994,MMCerebHemisphere,0.9999999999999998
Adult-onset vs. overlap-onset,0.9999999999999998,MMCerebHemisphere,0.9999999999999998
Childhood-onset vs. overlap-onset,0.9004360099552172,MMCerebHemisphere,0.9999999999999998
Adult-onset vs. controls,0.999999999999992,MMCerebellum,0.9999999999999991
Childhood-onset vs. controls,0.25267792032764014,MMCerebellum,0.7580337609829204
Overlap-onset vs. controls,0.20336769814877845,MMCerebellum,0.7580337609829204
Adult-onset vs. childhood-onset,0.9999999999999991,MMCerebellum,0.9999999999999991
Adult-onset vs. overlap-onset,0.9999999999999991,MMCerebellum,0.9999999999999991
Childhood-onset vs. overlap-onset,0.8299281103496098,MMCerebellum,0.9999999999999991
Adult-onset vs. controls,0.37248799991391257,MMCortex,0.999999999999999
Childhood-onset vs. controls,0.9999999999999887,MMCortex,0.999999999999999
Overlap-onset vs. controls,0.9999999999998925,MMCortex,0.999999999999999
Adult-onset vs. childhood-onset,0.45306818479401334,MMCortex,0.999999999999999
Adult-onset vs. overlap-onset,0.6383213977424664,MMCortex,0.999999999999999
Childhood-onset vs. overlap-onset,0.999999999999999,MMCortex,0.999999999999999
Adult-onset vs. controls,0.9999999999994514,MMFCortex,0.9999999999999998
Childhood-onset vs. controls,0.8099908778816133,MMFCortex,0.9999999999999998
Overlap-onset vs. controls,0.4020254640485442,MMFCortex,0.9999999999999998
Adult-onset vs. childhood-onset,0.999999999999998,MMFCortex,0.9999999999999998
Adult-onset vs. overlap-onset,0.9999999999999998,MMFCortex,0.9999999999999998
Childhood-onset vs. overlap-onset,0.7488399965960034,MMFCortex,0.9999999999999998
Adult-onset vs. controls,0.18574112202655552,MMHippocampus,0.9895776018914895
Childhood-onset vs. controls,0.8745213676265973,MMHippocampus,0.9895776018914895
Overlap-onset vs. controls,0.6967508683029178,MMHippocampus,0.9895776018914895
Adult-onset vs. childhood-onset,0.36255612022118483,MMHippocampus,0.9895776018914895
Adult-onset vs. overlap-onset,0.6383213977424664,MMHippocampus,0.9895776018914895
Childhood-onset vs. overlap-onset,0.9895776018914895,MMHippocampus,0.9895776018914895
Adult-onset vs. controls,0.9132467693798749,MMHypothalamus,0.9999999999999984
Childhood-onset vs. controls,0.41042380599500544,MMHypothalamus,0.9999999999999984
Overlap-onset vs. controls,0.6680608071272768,MMHypothalamus,0.9999999999999984
Adult-onset vs. childhood-onset,0.7507746378178166,MMHypothalamus,0.9999999999999984
Adult-onset vs. overlap-onset,0.9999999999999984,MMHypothalamus,0.9999999999999984
Childhood-onset vs. overlap-onset,0.4565220989971066,MMHypothalamus,0.9999999999999984
Adult-onset vs. controls,0.9999999999999972,MMNucAccumbens,0.9999999999999991
Childhood-onset vs. controls,0.7419823935805783,MMNucAccumbens,0.9999999999999991
Overlap-onset vs. controls,0.1740136215241238,MMNucAccumbens,0.6296545297955753
Adult-onset vs. childhood-onset,0.9999999999999982,MMNucAccumbens,0.9999999999999991
Adult-onset vs. overlap-onset,0.9999999999999991,MMNucAccumbens,0.9999999999999991
Childhood-onset vs. overlap-onset,0.20988484326519177,MMNucAccumbens,0.6296545297955753
Adult-onset vs. controls,0.9999999999999817,MMPutamen,0.9999999999999994
Childhood-onset vs. controls,0.32073523462075704,MMPutamen,0.9999999999999994
Overlap-onset vs. controls,0.8637469444107244,MMPutamen,0.9999999999999994
Adult-onset vs. childhood-onset,0.8354082676791442,MMPutamen,0.9999999999999994
Adult-onset vs. overlap-onset,0.9999999999999994,MMPutamen,0.9999999999999994
Childhood-onset vs. overlap-onset,0.43551662257753654,MMPutamen,0.9999999999999994
Adult-onset vs. controls,0.9999999999980301,MMSpinalcord,0.9999999999999978
Childhood-onset vs. controls,0.9020205088955404,MMSpinalcord,0.9999999999999978
Overlap-onset vs. controls,0.9999999999992885,MMSpinalcord,0.9999999999999978
Adult-onset vs. childhood-onset,0.9999999999999927,MMSpinalcord,0.9999999999999978
Adult-onset vs. overlap-onset,0.9999999999999978,MMSpinalcord,0.9999999999999978
Childhood-onset vs. overlap-onset,0.9999999999999915,MMSpinalcord,0.9999999999999978
Adult-onset vs. controls,0.9907115672609995,MMSubstantianigra,0.9999999999999994
Childhood-onset vs. controls,0.5819331580178673,MMSubstantianigra,0.9999999999999994
Overlap-onset vs. controls,0.5919029613302301,MMSubstantianigra,0.9999999999999994
Adult-onset vs. childhood-onset,0.8354082676791442,MMSubstantianigra,0.9999999999999994
Adult-onset vs. overlap-onset,0.9999999999999994,MMSubstantianigra,0.9999999999999994
Childhood-onset vs. overlap-onset,0.43551662257753654,MMSubstantianigra,0.9999999999999994
Adult-onset vs. controls,0.9999999999983569,MMBreast,0.9999999999999993
Childhood-onset vs. controls,0.39352912129243073,MMBreast,0.9999999999999993
Overlap-onset vs. controls,0.5516049217067029,MMBreast,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMBreast,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMBreast,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMBreast,0.9999999999999993
Adult-onset vs. controls,0.999999999998308,MMCellsLymphocytes,0.9999999999999984
Childhood-onset vs. controls,0.09634549510287768,MMCellsLymphocytes,0.48172747551438844
Overlap-onset vs. controls,0.9999999999999242,MMCellsLymphocytes,0.9999999999999984
Adult-onset vs. childhood-onset,NA,MMCellsLymphocytes,NA
Adult-onset vs. overlap-onset,0.9999999999999984,MMCellsLymphocytes,0.9999999999999984
Childhood-onset vs. overlap-onset,0.6154194020398062,MMCellsLymphocytes,0.9999999999999984
Adult-onset vs. controls,0.9999999999994996,MMCellsFibroblasts,0.9999999999999993
Childhood-onset vs. controls,0.5458860929022317,MMCellsFibroblasts,0.9999999999999993
Overlap-onset vs. controls,0.6540907591179987,MMCellsFibroblasts,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMCellsFibroblasts,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMCellsFibroblasts,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMCellsFibroblasts,0.9999999999999993
Adult-onset vs. controls,0.9999999999999969,MMColonSigmoid,0.9999999999999969
Childhood-onset vs. controls,0.9999999999992667,MMColonSigmoid,0.9999999999999969
Overlap-onset vs. controls,0.651419408673787,MMColonSigmoid,0.9999999999999969
Adult-onset vs. childhood-onset,0.9999999999999735,MMColonSigmoid,0.9999999999999969
Adult-onset vs. overlap-onset,NA,MMColonSigmoid,NA
Childhood-onset vs. overlap-onset,0.9345549827356014,MMColonSigmoid,0.9999999999999969
Adult-onset vs. controls,0.9999999999999785,MMColonTransverse,0.9999999999999993
Childhood-onset vs. controls,0.1356366926602678,MMColonTransverse,0.6781834633013389
Overlap-onset vs. controls,0.3289790458382569,MMColonTransverse,0.8224476145956422
Adult-onset vs. childhood-onset,0.9999999999999812,MMColonTransverse,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMColonTransverse,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMColonTransverse,0.9999999999999993
Adult-onset vs. controls,0.9999999999999973,MMEsophGastJunction,0.9999999999999993
Childhood-onset vs. controls,0.4904223185098198,MMEsophGastJunction,0.9999999999999993
Overlap-onset vs. controls,0.6180437083405647,MMEsophGastJunction,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMEsophGastJunction,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMEsophGastJunction,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMEsophGastJunction,0.9999999999999993
Adult-onset vs. controls,0.9999999999999979,MMEsophMucosa,0.9999999999999979
Childhood-onset vs. controls,0.09202431757669699,MMEsophMucosa,0.27607295273009097
Overlap-onset vs. controls,0.43653862684962363,MMEsophMucosa,0.6548079402744355
Adult-onset vs. childhood-onset,NA,MMEsophMucosa,NA
Adult-onset vs. overlap-onset,NA,MMEsophMucosa,NA
Childhood-onset vs. overlap-onset,NA,MMEsophMucosa,NA
Adult-onset vs. controls,0.9999999999977361,MMEsophMuscularis,0.9999999999999993
Childhood-onset vs. controls,0.6989668026107082,MMEsophMuscularis,0.9999999999999993
Overlap-onset vs. controls,0.7486527068455671,MMEsophMuscularis,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMEsophMuscularis,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMEsophMuscularis,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMEsophMuscularis,0.9999999999999993
Adult-onset vs. controls,0.9999999999979408,MMHeartAtrialApp,0.9999999999999993
Childhood-onset vs. controls,0.7735031870218606,MMHeartAtrialApp,0.9999999999999993
Overlap-onset vs. controls,0.7929508723035358,MMHeartAtrialApp,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMHeartAtrialApp,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMHeartAtrialApp,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMHeartAtrialApp,0.9999999999999993
Adult-onset vs. controls,0.9999999999980234,MMHeartLeftVent,0.9999999999999898
Childhood-onset vs. controls,0.5924956361484562,MMHeartLeftVent,0.9999999999999898
Overlap-onset vs. controls,0.9999999999999898,MMHeartLeftVent,0.9999999999999898
Adult-onset vs. childhood-onset,NA,MMHeartLeftVent,NA
Adult-onset vs. overlap-onset,NA,MMHeartLeftVent,NA
Childhood-onset vs. overlap-onset,NA,MMHeartLeftVent,NA
Adult-onset vs. controls,0.9999999999999978,MMLiver,0.9999999999999984
Childhood-onset vs. controls,0.1585849961102602,MMLiver,0.792924980551301
Overlap-onset vs. controls,0.9999999999992502,MMLiver,0.9999999999999984
Adult-onset vs. childhood-onset,NA,MMLiver,NA
Adult-onset vs. overlap-onset,0.9999999999999984,MMLiver,0.9999999999999984
Childhood-onset vs. overlap-onset,0.6154194020398062,MMLiver,0.9999999999999984
Adult-onset vs. controls,0.8888757995894845,MMLung,0.9999999999999994
Childhood-onset vs. controls,0.3348772548308081,MMLung,0.8371931370770203
Overlap-onset vs. controls,0.24387582152593837,MMLung,0.8371931370770203
Adult-onset vs. childhood-onset,0.9999999999999994,MMLung,0.9999999999999994
Adult-onset vs. overlap-onset,NA,MMLung,NA
Childhood-onset vs. overlap-onset,0.6705673071997241,MMLung,0.9999999999999994
Adult-onset vs. controls,0.9999999999975687,MMMuscleSkeletal,0.9999999999975687
Childhood-onset vs. controls,0.45924291920117066,MMMuscleSkeletal,0.9999999999975687
Overlap-onset vs. controls,0.9785778439938069,MMMuscleSkeletal,0.9999999999975687
Adult-onset vs. childhood-onset,NA,MMMuscleSkeletal,NA
Adult-onset vs. overlap-onset,NA,MMMuscleSkeletal,NA
Childhood-onset vs. overlap-onset,NA,MMMuscleSkeletal,NA
Adult-onset vs. controls,0.9204984375355628,MMNerveTibial,0.9345549827356014
Childhood-onset vs. controls,0.4177329539723778,MMNerveTibial,0.9345549827356014
Overlap-onset vs. controls,0.38689679242885655,MMNerveTibial,0.9345549827356014
Adult-onset vs. childhood-onset,0.6690305809841421,MMNerveTibial,0.9345549827356014
Adult-onset vs. overlap-onset,0.48725960706073657,MMNerveTibial,0.9345549827356014
Childhood-onset vs. overlap-onset,0.9345549827356014,MMNerveTibial,0.9345549827356014
Adult-onset vs. controls,0.9999999999999987,MMOvary,0.9999999999999987
Childhood-onset vs. controls,0.7580375116419505,MMOvary,0.9999999999999987
Overlap-onset vs. controls,0.9999999999999923,MMOvary,0.9999999999999987
Adult-onset vs. childhood-onset,0.9999999999999735,MMOvary,0.9999999999999987
Adult-onset vs. overlap-onset,0.9999999999999984,MMOvary,0.9999999999999987
Childhood-onset vs. overlap-onset,0.9999999999999963,MMOvary,0.9999999999999987
Adult-onset vs. controls,0.9999999999999823,MMPancreas,0.9999999999999993
Childhood-onset vs. controls,0.4756884295919204,MMPancreas,0.9999999999999993
Overlap-onset vs. controls,0.6082532986866089,MMPancreas,0.9999999999999993
Adult-onset vs. childhood-onset,0.9999999999999812,MMPancreas,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMPancreas,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMPancreas,0.9999999999999993
Adult-onset vs. controls,0.7123145732254985,MMPituitary,0.9999999999999984
Childhood-onset vs. controls,0.60903349921349,MMPituitary,0.9999999999999984
Overlap-onset vs. controls,0.37392775858734867,MMPituitary,0.9999999999999984
Adult-onset vs. childhood-onset,0.9224347093904749,MMPituitary,0.9999999999999984
Adult-onset vs. overlap-onset,0.9999999999999984,MMPituitary,0.9999999999999984
Childhood-onset vs. overlap-onset,0.7121367384163942,MMPituitary,0.9999999999999984
Adult-onset vs. controls,0.8735852079381952,MMProstate,0.8735852079381952
Childhood-onset vs. controls,0.023423211066865696,MMProstate,0.07026963320059709
Overlap-onset vs. controls,0.23377459096695427,MMProstate,0.3506618864504314
Adult-onset vs. childhood-onset,NA,MMProstate,NA
Adult-onset vs. overlap-onset,NA,MMProstate,NA
Childhood-onset vs. overlap-onset,NA,MMProstate,NA
Adult-onset vs. controls,0.9999999999999958,MMSkinSuprapubic,0.9999999999999993
Childhood-onset vs. controls,0.08908750395983372,MMSkinSuprapubic,0.5345250237590023
Overlap-onset vs. controls,0.27088536166492666,MMSkinSuprapubic,0.7308894105911048
Adult-onset vs. childhood-onset,0.4518857448102427,MMSkinSuprapubic,0.7308894105911048
Adult-onset vs. overlap-onset,0.48725960706073657,MMSkinSuprapubic,0.7308894105911048
Childhood-onset vs. overlap-onset,0.9999999999999993,MMSkinSuprapubic,0.9999999999999993
Adult-onset vs. controls,0.9169950680248768,MMSkinLowerLeg,0.9999999999999735
Childhood-onset vs. controls,0.19400002698819704,MMSkinLowerLeg,0.6574090855602774
Overlap-onset vs. controls,0.26296363422411095,MMSkinLowerLeg,0.6574090855602774
Adult-onset vs. childhood-onset,0.9999999999999735,MMSkinLowerLeg,0.9999999999999735
Adult-onset vs. overlap-onset,NA,MMSkinLowerLeg,NA
Childhood-onset vs. overlap-onset,0.9345549827356014,MMSkinLowerLeg,0.9999999999999735
Adult-onset vs. controls,0.7524010868446334,MMSmallIntestine,0.9999999999999984
Childhood-onset vs. controls,0.027880675130734715,MMSmallIntestine,0.16728405078440828
Overlap-onset vs. controls,0.42713813308306553,MMSmallIntestine,0.9999999999999984
Adult-onset vs. childhood-onset,0.9999999999999812,MMSmallIntestine,0.9999999999999984
Adult-onset vs. overlap-onset,0.9999999999999984,MMSmallIntestine,0.9999999999999984
Childhood-onset vs. overlap-onset,0.9999999999999851,MMSmallIntestine,0.9999999999999984
Adult-onset vs. controls,0.874746611449725,MMSpleen,0.9999999999999735
Childhood-onset vs. controls,0.15295221141126683,MMSpleen,0.5863371868358098
Overlap-onset vs. controls,0.2345348747343239,MMSpleen,0.5863371868358098
Adult-onset vs. childhood-onset,0.9999999999999735,MMSpleen,0.9999999999999735
Adult-onset vs. overlap-onset,NA,MMSpleen,NA
Childhood-onset vs. overlap-onset,0.9345549827356014,MMSpleen,0.9999999999999735
Adult-onset vs. controls,0.9999999999999926,MMStomach,0.9999999999999926
Childhood-onset vs. controls,0.10811610013450582,MMStomach,0.3243483004035175
Overlap-onset vs. controls,0.4711585152783597,MMStomach,0.7067377729175396
Adult-onset vs. childhood-onset,NA,MMStomach,NA
Adult-onset vs. overlap-onset,NA,MMStomach,NA
Childhood-onset vs. overlap-onset,NA,MMStomach,NA
Adult-onset vs. controls,0.9613937917818997,MMTestis,0.999999999999998
Childhood-onset vs. controls,0.04802302084527149,MMTestis,0.20882781714127116
Overlap-onset vs. controls,0.06960927238042372,MMTestis,0.20882781714127116
Adult-onset vs. childhood-onset,0.999999999999998,MMTestis,0.999999999999998
Adult-onset vs. overlap-onset,0.9051494005303214,MMTestis,0.999999999999998
Childhood-onset vs. overlap-onset,0.5706737213618387,MMTestis,0.999999999999998
Adult-onset vs. controls,0.9999999999999685,MMThyroid,0.9999999999999735
Childhood-onset vs. controls,0.3856153194826293,MMThyroid,0.9640382987065732
Overlap-onset vs. controls,0.37102925609706294,MMThyroid,0.9640382987065732
Adult-onset vs. childhood-onset,0.9999999999999735,MMThyroid,0.9999999999999735
Adult-onset vs. overlap-onset,NA,MMThyroid,NA
Childhood-onset vs. overlap-onset,0.9345549827356014,MMThyroid,0.9999999999999735
Adult-onset vs. controls,0.9999999999999919,MMUterus,0.9999999999999984
Childhood-onset vs. controls,0.19535109624122993,MMUterus,0.9767554812061496
Overlap-onset vs. controls,0.9999999999999881,MMUterus,0.9999999999999984
Adult-onset vs. childhood-onset,NA,MMUterus,NA
Adult-onset vs. overlap-onset,0.9999999999999984,MMUterus,0.9999999999999984
Childhood-onset vs. overlap-onset,0.6154194020398062,MMUterus,0.9999999999999984
Adult-onset vs. controls,0.9207683546552964,MMVagina,0.9999999999999993
Childhood-onset vs. controls,0.08531214398099195,MMVagina,0.42656071990495975
Overlap-onset vs. controls,0.2655747953540264,MMVagina,0.663936988385066
Adult-onset vs. childhood-onset,0.9999999999999812,MMVagina,0.9999999999999993
Adult-onset vs. overlap-onset,NA,MMVagina,NA
Childhood-onset vs. overlap-onset,0.9999999999999993,MMVagina,0.9999999999999993
Adult-onset vs. controls,0.9999999999991058,MMWholeBlood,0.9999999999991058
Childhood-onset vs. controls,0.3314373746840378,MMWholeBlood,0.9943121240521133
Overlap-onset vs. controls,0.8222501340229819,MMWholeBlood,0.9999999999991058
Adult-onset vs. childhood-onset,NA,MMWholeBlood,NA
Adult-onset vs. overlap-onset,NA,MMWholeBlood,NA
Childhood-onset vs. overlap-onset,NA,MMWholeBlood,NA
Adult-onset vs. controls,0.8257135213981565,AdiposeSub,0.9999999999994145
Childhood-onset vs. controls,0.9999999999994145,AdiposeSub,0.9999999999994145
Overlap-onset vs. controls,0.467716143442291,AdiposeSub,0.9999999999994145
Adult-onset vs. childhood-onset,0.8354082676791442,AdiposeSub,0.9999999999994145
Adult-onset vs. overlap-onset,0.48725960706073657,AdiposeSub,0.9999999999994145
Childhood-onset vs. overlap-onset,0.6705673071997241,AdiposeSub,0.9999999999994145
Adult-onset vs. controls,0.7939776172265435,AdiposeVisceral,0.9999999999996529
Childhood-onset vs. controls,0.9999999999996529,AdiposeVisceral,0.9999999999996529
Overlap-onset vs. controls,0.49617965367997247,AdiposeVisceral,0.9999999999996529
Adult-onset vs. childhood-onset,0.8354082676791442,AdiposeVisceral,0.9999999999996529
Adult-onset vs. overlap-onset,0.48725960706073657,AdiposeVisceral,0.9999999999996529
Childhood-onset vs. overlap-onset,0.6705673071997241,AdiposeVisceral,0.9999999999996529
Adult-onset vs. controls,0.45950042058630075,AdrenalGland,0.6892506308794512
Childhood-onset vs. controls,5.369475750167454e-10,AdrenalGland,3.2216854501004723e-9
Overlap-onset vs. controls,0.3947621492055247,AdrenalGland,0.6892506308794512
Adult-onset vs. childhood-onset,0.9149944280194923,AdrenalGland,0.999999999999996
Adult-onset vs. overlap-onset,0.999999999999996,AdrenalGland,0.999999999999996
Childhood-onset vs. overlap-onset,0.19440832187536394,AdrenalGland,0.5832249656260918
Adult-onset vs. controls,0.999999999999999,ArteryAorta,0.9999999999999994
Childhood-onset vs. controls,0.9999999999999937,ArteryAorta,0.9999999999999994
Overlap-onset vs. controls,0.47289172494640586,ArteryAorta,0.9999999999999994
Adult-onset vs. childhood-onset,0.9999999999999994,ArteryAorta,0.9999999999999994
Adult-onset vs. overlap-onset,NA,ArteryAorta,NA
Childhood-onset vs. overlap-onset,0.6705673071997241,ArteryAorta,0.9999999999999994
Adult-onset vs. controls,0.9999999999999741,ArteryCoronary,0.9999999999999741
Childhood-onset vs. controls,0.3145642830348087,ArteryCoronary,0.9436928491044261
Overlap-onset vs. controls,0.8001215406282652,ArteryCoronary,0.9999999999999741
Adult-onset vs. childhood-onset,NA,ArteryCoronary,NA
Adult-onset vs. overlap-onset,NA,ArteryCoronary,NA
Childhood-onset vs. overlap-onset,NA,ArteryCoronary,NA
Adult-onset vs. controls,0.9999999999991572,ArteryTibial,0.9999999999999999
Childhood-onset vs. controls,0.9999999999995024,ArteryTibial,0.9999999999999999
Overlap-onset vs. controls,0.9999999999992183,ArteryTibial,0.9999999999999999
Adult-onset vs. childhood-onset,0.9999999999999998,ArteryTibial,0.9999999999999999
Adult-onset vs. overlap-onset,0.9999999999999984,ArteryTibial,0.9999999999999999
Childhood-onset vs. overlap-onset,0.9999999999999999,ArteryTibial,0.9999999999999999
Adult-onset vs. controls,0.9999999999975722,Amygdala,0.9999999999999735
Childhood-onset vs. controls,0.9999999999993987,Amygdala,0.9999999999999735
Overlap-onset vs. controls,0.8260314313595669,Amygdala,0.9999999999999735
Adult-onset vs. childhood-onset,0.9999999999999735,Amygdala,0.9999999999999735
Adult-onset vs. overlap-onset,NA,Amygdala,NA
Childhood-onset vs. overlap-onset,0.9345549827356014,Amygdala,0.9999999999999735
Adult-onset vs. controls,0.9452656117769039,AntCingCortex,0.9999999999999984
Childhood-onset vs. controls,0.22516998029482135,AntCingCortex,0.9999999999999984
Overlap-onset vs. controls,0.7202246089182733,AntCingCortex,0.9999999999999984
Adult-onset vs. childhood-onset,0.9999999999999735,AntCingCortex,0.9999999999999984
Adult-onset vs. overlap-onset,0.9999999999999984,AntCingCortex,0.9999999999999984
Childhood-onset vs. overlap-onset,0.9999999999999963,AntCingCortex,0.9999999999999984
Adult-onset vs. controls,0.9999999999999821,Caudate,0.9999999999999998
Childhood-onset vs. controls,0.8011810614503183,Caudate,0.9999999999999998
Overlap-onset vs. controls,0.2153453984069102,Caudate,0.9999999999999998
Adult-onset vs. childhood-onset,0.9999999999999998,Caudate,0.9999999999999998
Adult-onset vs. overlap-onset,0.8340305366161993,Caudate,0.9999999999999998
Childhood-onset vs. overlap-onset,0.626212950661215,Caudate,0.9999999999999998
Adult-onset vs. controls,0.9256882561991058,CerebHemisphere,0.9256882561991058
Childhood-onset vs. controls,0.2839853452087911,CerebHemisphere,0.5198256235439267
Overlap-onset vs. controls,0.016350471210318015,CerebHemisphere,0.09810282726190808
Adult-onset vs. childhood-onset,0.7011450220235701,CerebHemisphere,0.8413740264282841
Adult-onset vs. overlap-onset,0.34655041569595113,CerebHemisphere,0.5198256235439267
Childhood-onset vs. overlap-onset,0.2624465172511145,CerebHemisphere,0.5198256235439267
Adult-onset vs. controls,0.44647464605007725,Cerebellum,0.44647464605007725
Childhood-onset vs. controls,0.002913379904731475,Cerebellum,0.008740139714194425
Overlap-onset vs. controls,1.037609555481579e-7,Cerebellum,6.225657332889474e-7
Adult-onset vs. childhood-onset,0.19130742074797952,Cerebellum,0.22956890489757542
Adult-onset vs. overlap-onset,0.040799620914013866,Cerebellum,0.07552244984241026
Childhood-onset vs. overlap-onset,0.05034829989494017,Cerebellum,0.07552244984241026
Adult-onset vs. controls,0.999999999998506,Cortex,0.9999999999999984
Childhood-onset vs. controls,0.24255081506557077,Cortex,0.9999999999999984
Overlap-onset vs. controls,0.9999999999989772,Cortex,0.9999999999999984
Adult-onset vs. childhood-onset,0.6690305809841421,Cortex,0.9999999999999984
Adult-onset vs. overlap-onset,0.9999999999999984,Cortex,0.9999999999999984
Childhood-onset vs. overlap-onset,0.6550818523777591,Cortex,0.9999999999999984
Adult-onset vs. controls,0.9999999999986445,FCortex,0.9999999999999994
Childhood-onset vs. controls,0.9999999999995234,FCortex,0.9999999999999994
